REGION,FUEL,YEAR,VALUE
SIERRALEONE,EL_final,2015,0.352254124
SIERRALEONE,EL_final,2016,0.385814119
SIERRALEONE,EL_final,2017,0.422579566
SIERRALEONE,EL_final,2018,0.461484489
SIERRALEONE,EL_final,2019,0.686296464
SIERRALEONE,EL_final,2020,1.068212545
SIERRALEONE,EL_final,2021,1.552424746
SIERRALEONE,EL_final,2022,2.146292979
SIERRALEONE,EL_final,2023,2.858573987
SIERRALEONE,EL_final,2024,3.752011792
SIERRALEONE,EL_final,2025,4.674853135
SIERRALEONE,EL_final,2026,5.802603915
SIERRALEONE,EL_final,2027,7.088410872
SIERRALEONE,EL_final,2028,8.542911219
SIERRALEONE,EL_final,2029,10.17716585
SIERRALEONE,EL_final,2030,12.00268438
SIERRALEONE,EL_final,2031,12.84465911
SIERRALEONE,EL_final,2032,13.71516311
SIERRALEONE,EL_final,2033,14.61374712
SIERRALEONE,EL_final,2034,15.53993709
SIERRALEONE,EL_final,2035,16.49323584
SIERRALEONE,EL_final,2036,16.95729225
SIERRALEONE,EL_final,2037,17.43149526
SIERRALEONE,EL_final,2038,17.91617264
SIERRALEONE,EL_final,2039,18.41166412
SIERRALEONE,EL_final,2040,18.91832207
SIERRALEONE,EL_final,2041,19.428161
SIERRALEONE,EL_final,2042,19.94972693
SIERRALEONE,EL_final,2043,20.48341085
SIERRALEONE,EL_final,2044,21.02961962
SIERRALEONE,EL_final,2045,21.58877684
SIERRALEONE,EL_final,2046,22.1444399
SIERRALEONE,EL_final,2047,22.71348334
SIERRALEONE,EL_final,2048,23.29637076
SIERRALEONE,EL_final,2049,23.89358607
SIERRALEONE,EL_final,2050,24.50563472
